city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Fridley,Neil Ducich,Home Office,0.09,1,2013-09-17,36099,Low,15,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,-503.8,Central,5063,926.3,2013-09-22,Regular Air,35,Minnesota,64.65,55432
Fridley,Neil Ducich,Home Office,0.08,1,2013-09-17,36099,Low,32,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,5.72,Central,5062,85.49,2013-09-22,Regular Air,0.7,Minnesota,2.88,55432
Puyallup,Yoseph Carroll,Consumer,0.1,1,2013-09-17,23842,Low,20,0.37,Office Supplies,Small Box,Xerox 1898,Paper,-74.03,West,3333,127.16,2013-09-24,Regular Air,6.92,Washington,6.68,98373
Panama City,Mike Gockenbach,Consumer,0.06,1,2013-09-18,20966,Low,10,0.44,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,7.78,South,2906,39.42,2013-09-22,Regular Air,0.7,Florida,3.85,32404
Pembroke Pines,Mike Gockenbach,Consumer,0.01,1,2013-09-18,20966,Low,35,0.43,Technology,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,308.12,South,2907,801.44,2013-09-22,Regular Air,1.99,Florida,22.24,33024
Mauldin,Meg Tillman,Small Business,0.05,1,2013-09-18,49155,Low,22,0.6,Technology,Small Box,T28 WORLD,Telephones and Communication,593.181,South,6895,3760.3065,2013-09-23,Regular Air,8.99,South Carolina,195.99,29662
Pembroke Pines,Mike Gockenbach,Consumer,0.04,1,2013-09-18,20966,Low,22,0.54,Furniture,Small Box,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Office Furnishings,326.97,South,2908,1194.06,2013-09-25,Regular Air,14.83,Florida,54.74,33024
Papillion,Cari Sayre,Home Office,0.01,1,2013-09-19,53314,High,33,0.43,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,1049.02,Central,7469,2667.92,2013-09-19,Regular Air,19.99,Nebraska,78.69,68046
Lewiston,Ricardo Block,Corporate,0.07,1,2013-09-19,358,High,33,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,269.27,West,63,1235.87,2013-09-19,Regular Air,1.99,Idaho,39.48,83501
Aurora,Eugene Moren,Home Office,0.09,1,2013-09-19,18215,Medium,29,0.49,Technology,Small Box,Logitech Cordless Keyboard,Computer Peripherals,169.15,West,2509,965.82,2013-09-20,Regular Air,5.5,Colorado,34.99,80013
Lewiston,Ricardo Block,Corporate,0.02,1,2013-09-19,358,High,33,0.69,Furniture,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,-1348.06,West,62,1640.9,2013-09-21,Delivery Truck,54.11,Idaho,48.58,83501
Papillion,Cari Sayre,Home Office,0.05,1,2013-09-19,53314,High,15,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-310.95,Central,7470,2236.15,2013-09-21,Delivery Truck,51.92,Nebraska,145.98,68046
Franklin,Toby Carlisle,Home Office,0.04,1,2013-09-19,55654,High,2,0.37,Furniture,Small Pack,G.E. Halogen Desk Lamp Bulbs,Office Furnishings,-7.49,South,7779,17.3,2013-09-21,Regular Air,2.83,Tennessee,6.98,37064
Elgin,Jim Radford,Corporate,0.06,1,2013-09-19,4612,Medium,9,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-375.64,Central,656,89.55,2013-09-21,Regular Air,49,Illinois,4.48,60123
Perry Hall,Barry Gonzalez,Small Business,0.02,1,2013-09-19,21249,Low,22,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,299.35,East,2932,1082.8,2013-09-21,Regular Air,3.99,Maryland,48.58,21128
Harrison,John Stevenson,Small Business,0.08,1,2013-09-19,8000,Low,10,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-26.8065,East,1084,149.25,2013-09-21,Regular Air,8.4,New York,15.01,10528
Harrison,John Stevenson,Small Business,0.04,1,2013-09-19,8000,Low,1,0.39,Office Supplies,Small Box,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders and Binder Accessories,-7.613,East,1085,10.14,2013-09-21,Regular Air,5.24,New York,4.82,10528
Perry Hall,Barry Gonzalez,Small Business,0.03,1,2013-09-19,21249,Low,7,0.6,Technology,Small Box,StarTAC 8000,Telephones and Communication,-522.995,East,2933,1260.2015,2013-09-21,Regular Air,8.99,Maryland,205.99,21128
Phenix City,Patrick Jones,Home Office,0.01,1,2013-09-19,45863,Low,5,0.6,Technology,Small Box,688,Telephones and Communication,-653.488,South,6447,845.614,2013-09-23,Express Air,4.2,Alabama,195.99,36869
Lake Oswego,Alyssa Crouse,Corporate,0.1,1,2013-09-20,23906,Critical,37,0.58,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,-11.88,West,3340,321.02,2013-09-21,Express Air,3.5,Oregon,8.67,97035
Valley Stream,Anne Pryor,Consumer,0.04,1,2013-09-20,46725,Not Specified,8,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-24.86,East,6571,137.42,2013-09-21,Regular Air,6.25,New York,16.91,11580
Eastpointe,Lena Hernandez,Home Office,0.05,1,2013-09-20,14529,Low,42,0.51,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,24.87,Central,2038,208.78,2013-09-22,Regular Air,2.03,Michigan,5.08,48021
Valley Stream,Anne Pryor,Consumer,0.03,1,2013-09-20,46725,Not Specified,13,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,10.96,East,6570,80,2013-09-22,Regular Air,1.2,New York,5.84,11580
Gilroy,Brendan Murry,Corporate,0.01,1,2013-09-20,41574,High,23,0.6,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-38.94,West,5859,283.82,2013-09-22,Regular Air,5.81,California,11.97,95020
Eastpointe,Lena Hernandez,Home Office,0.1,1,2013-09-20,14529,Low,44,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-821.87,Central,2037,3819.42,2013-09-24,Delivery Truck,42,Michigan,89.99,48021
Los Banos,Brad Thomas,Home Office,0.01,1,2013-09-20,27745,Low,41,0.71,Furniture,Jumbo Box,BPI Conference Tables,Tables,-1704.89,West,3883,6126.93,2013-09-24,Delivery Truck,80.2,California,146.05,93635
Highland Park,Muhammed MacIntyre,Small Business,0.09,1,2013-09-21,17286,High,7,0.77,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-541.87,Central,2384,1810.67,2013-09-22,Delivery Truck,50,Illinois,270.98,60035
Brentwood,Tom Prescott,Small Business,0.08,1,2013-09-21,11780,Critical,7,0.35,Office Supplies,Small Box,Southworth Structures Collection™,Paper,-16.46,West,1630,54.23,2013-09-22,Regular Air,5.47,California,7.28,94513
Woodburn,Rick Wilson,Corporate,0.01,1,2013-09-21,35652,Low,21,0.6,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,226.63,West,5003,2251.56,2013-09-23,Delivery Truck,26.22,Oregon,100.98,97071
Muskego,Phillip Breyer,Corporate,0,1,2013-09-21,25056,Not Specified,41,0.37,Office Supplies,Small Box,Xerox 217,Paper,-151.93,Central,3516,295.12,2013-09-23,Regular Air,8.19,Wisconsin,6.48,53150
Joliet,Neola Schneider,Home Office,0.08,1,2013-09-21,45957,Critical,19,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-30.92,Central,6451,147.39,2013-09-23,Regular Air,5.83,Illinois,7.64,60432
Joliet,Neola Schneider,Home Office,0.06,1,2013-09-21,45957,Critical,20,0.51,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,162.83,Central,6450,759.84,2013-09-23,Regular Air,1.99,Illinois,39.24,60432
Madison,Emily Phan,Consumer,0.08,1,2013-09-21,30851,Low,16,0.59,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-52.14,South,4328,336.29,2013-09-25,Regular Air,8.99,Alabama,21.38,35756
Nampa,Sung Pak,Small Business,0.08,1,2013-09-22,1863,Not Specified,26,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,-1131.6,West,271,2415.38,2013-09-23,Delivery Truck,74.35,Idaho,95.95,83686
Mint Hill,Anthony Garverick,Small Business,0.03,1,2013-09-22,17988,Low,46,0.56,Technology,Small Box,5180,Telephones and Communication,618.066,South,2477,2660.6105,2013-09-24,Regular Air,8.99,North Carolina,65.99,28227
Fort Smith,Joe Elijah,Home Office,0.04,1,2013-09-22,42565,Low,33,0.39,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,47.5235,South,6010,283.8,2013-09-29,Regular Air,2.99,Arkansas,8.69,72903
Waynesboro,Richard Bierner,Small Business,0.1,1,2013-09-23,29504,Not Specified,34,0.36,Office Supplies,Small Box,Xerox 1892,Paper,208.4,South,4158,1211.18,2013-09-23,Regular Air,13.26,Virginia,38.76,22980
Chesapeake,Katherine Hughes,Consumer,0.08,1,2013-09-23,41351,Not Specified,48,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,2461.311,South,5830,8273.2795,2013-09-24,Regular Air,8.99,Virginia,205.99,23320
Atlanta,Peter Fuller,Corporate,0,1,2013-09-23,32455,High,43,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,1025.23,South,4565,4620.53,2013-09-24,Regular Air,19.99,Georgia,99.99,30318
Waynesboro,Richard Bierner,Small Business,0.04,1,2013-09-23,29504,Not Specified,20,,Furniture,Jumbo Box,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Bookcases,25.32,South,4157,1485.06,2013-09-25,Delivery Truck,26.85,Virginia,70.98,22980
Moscow,John Murray,Small Business,0.05,1,2013-09-23,36773,Not Specified,24,0.38,Office Supplies,Small Box,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,994.68,West,5169,2048.78,2013-09-25,Regular Air,5.01,Idaho,83.98,83843
Country Club Hills,Jack Garza,Corporate,0.08,1,2013-09-23,2631,Low,27,0.55,Technology,Small Pack,Fuji 5.2GB DVD-RAM,Computer Peripherals,252.66,Central,381,1078.49,2013-09-25,Regular Air,1.99,Illinois,40.96,60478
Hammond,Evan Minnotte,Corporate,0.08,1,2013-09-23,33763,Not Specified,23,0.36,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,-234.79,Central,4748,10791.38,2013-09-25,Regular Air,24.49,Indiana,499.99,46324
Rancho Cucamonga,Dave Kipp,Corporate,0.1,1,2013-09-24,28832,Medium,46,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,91.56,West,4039,1500.84,2013-09-25,Express Air,14.72,California,35.89,91730
Hudson,Liz Willingham,Home Office,0.05,1,2013-09-24,41508,High,39,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,4822.42,East,5849,18561.31,2013-09-26,Delivery Truck,26,Ohio,500.98,44236
Dix Hills,Fred Chung,Corporate,0.04,1,2013-09-24,5543,Medium,15,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,138.46,East,778,703.54,2013-09-26,Regular Air,3.99,New York,48.58,11746
East Meadow,Fred Chung,Corporate,0.02,1,2013-09-24,5543,Medium,27,0.81,Office Supplies,Wrap Bag,*Staples* Letter Opener,"Scissors, Rulers and Trimmers",-115.38,East,780,67.3,2013-09-26,Regular Air,5,New York,2.18,11554
Redlands,Dave Kipp,Corporate,0.03,1,2013-09-24,28832,Medium,45,0.38,Office Supplies,Small Box,Round Ring Binders,Binders and Binder Accessories,-9.361,West,4040,98.64,2013-09-26,Regular Air,1.49,California,2.08,92374
Cottage Grove,Michael Granlund,Home Office,0.04,1,2013-09-24,51814,Critical,13,0.35,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,-9.2805,Central,7263,104.51,2013-09-26,Regular Air,4.71,Minnesota,7.84,55016
Mason,Lindsay Shagiari,Home Office,0.02,1,2013-09-24,27654,High,12,0.36,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,29.87,East,3872,94.83,2013-09-26,Regular Air,1.39,Ohio,7.64,45040
Normal,Sylvia Foulston,Corporate,0.1,1,2013-09-24,57344,High,47,0.56,Technology,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,-71.027,Central,8024,1060.0605,2013-09-26,Regular Air,8.59,Illinois,28.99,61761
East Meadow,Fred Chung,Corporate,0.04,1,2013-09-24,5543,Medium,6,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,11.06,East,779,65.93,2013-09-27,Regular Air,1.79,New York,10.31,11554
South Burlington,Amy Cox,Small Business,0,1,2013-09-24,40103,Not Specified,7,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,72.55,East,5672,353.02,2013-09-27,Regular Air,5.1,Vermont,46.89,5403
Ponca City,Pete Armstrong,Consumer,0.07,1,2013-09-25,33505,Low,35,0.58,Technology,Small Box,3395,Telephones and Communication,310.572,Central,4703,2463.2405,2013-09-25,Express Air,10.78,Oklahoma,85.99,74601
Annandale,James Galang,Consumer,0.05,1,2013-09-25,10657,Medium,8,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-493.6,South,1476,1848.52,2013-09-26,Delivery Truck,69.64,Virginia,218.75,22003
Bartlesville,Becky Castell,Consumer,0.06,1,2013-09-25,17858,Medium,46,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,206.56,Central,2457,1048.39,2013-09-26,Express Air,7.58,Oklahoma,22.98,74006
Bartlesville,Becky Castell,Consumer,0,1,2013-09-25,17858,Medium,12,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-109.91,Central,2456,385.7,2013-09-26,Regular Air,6.5,Oklahoma,30.98,74006
Merrillville,Helen Abelman,Home Office,0.06,1,2013-09-25,773,Medium,38,0.56,Technology,Small Box,Talkabout T8367,Telephones and Communication,324.927,Central,119,2071.3395,2013-09-26,Regular Air,8.99,Indiana,65.99,46410
Annandale,James Galang,Consumer,0.07,1,2013-09-25,10657,Medium,44,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-102.19,South,1475,289.94,2013-09-27,Regular Air,6.22,Virginia,6.48,22003
Bartlesville,Becky Castell,Consumer,0.02,1,2013-09-25,17858,Medium,21,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,21.07,Central,2455,187.14,2013-09-27,Regular Air,1.99,Oklahoma,8.33,74006
Massillon,Matt Connell,Corporate,0.02,1,2013-09-25,17249,Low,37,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,225.28,East,2376,2911.64,2013-09-27,Regular Air,14.52,Ohio,73.98,44646
Ponca City,Pete Armstrong,Consumer,0.09,1,2013-09-25,33505,Low,32,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,20.82,Central,4702,117.78,2013-09-29,Regular Air,1.3,Oklahoma,4,74601
Sunnyvale,Giulietta Dortch,Small Business,0.03,1,2013-09-26,14950,Low,48,0.6,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,63.5,West,2088,525,2013-09-26,Regular Air,2.89,California,10.48,94086
Glassboro,Tracy Poddar,Corporate,0.1,1,2013-09-26,39238,Critical,9,0.36,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,112.0555,East,5538,373.48,2013-09-27,Express Air,2.99,New Jersey,40.98,8028
Lebanon,Andy Gerbode,Consumer,0.1,1,2013-09-26,18597,Medium,37,0.36,Office Supplies,Small Box,Avery 504,Labels,38.58,South,2580,101.2,2013-09-27,Regular Air,0.5,Tennessee,2.88,37087
San Francisco,Juliana Krohn,Corporate,0.01,1,2013-09-26,53381,Critical,26,0.36,Office Supplies,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,37.9,West,7477,287.43,2013-09-27,Regular Air,4.8,California,10.98,94110
Des Moines,Luke Weiss,Corporate,0.1,1,2013-09-26,37925,Medium,46,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,1265.82,Central,5340,3780.16,2013-09-27,Delivery Truck,14,Iowa,90.97,50315
Des Moines,Luke Weiss,Corporate,0.05,1,2013-09-26,37925,Medium,31,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,394.452,Central,5341,1784.048,2013-09-27,Regular Air,3.99,Iowa,65.99,50315
Benton,Ed Braxton,Home Office,0.08,1,2013-09-26,57477,High,45,0.35,Technology,Small Box,Accessory12,Telephones and Communication,1560.96,South,8051,3086.5115,2013-09-27,Regular Air,2.5,Arkansas,85.99,72015
East Los Angeles,Robert Barroso,Small Business,0.04,1,2013-09-26,6753,Low,7,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,14.57,West,931,53.14,2013-09-28,Regular Air,4.95,California,6.64,90022
Benton,Ed Braxton,Home Office,0.02,1,2013-09-26,57477,High,50,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,119.12,South,8050,745.48,2013-09-28,Regular Air,3.5,Arkansas,14.56,72015
Sun City,Dianna Vittorini,Corporate,0.05,1,2013-09-26,22661,Not Specified,11,0.6,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,-3.89,West,3158,18.26,2013-09-29,Regular Air,0.7,Arizona,1.68,85351
Portland,Carlos Meador,Corporate,0.05,1,2013-09-26,30884,Low,6,0.71,Furniture,Jumbo Box,BPI Conference Tables,Tables,-352.959035,East,4333,763.448,2013-10-01,Delivery Truck,80.2,Maine,146.05,4101
Grove City,Stuart Calhoun,Consumer,0.01,1,2013-09-26,416,Low,20,0.59,Technology,Small Box,5190,Telephones and Communication,88.524,East,69,1156.6715,2013-10-01,Express Air,7.69,Ohio,65.99,43123
North Miami Beach,Ross Baird,Corporate,0.05,1,2013-09-27,15906,Low,8,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,-223.8945,South,2205,2174.96,2013-09-29,Delivery Truck,17.86,Florida,264.98,33160
Lynnwood,Tonja Turnell,Consumer,0.02,1,2013-09-27,39140,Low,26,0.6,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,-624.29,West,5523,2268.91,2013-10-02,Delivery Truck,55.81,Washington,81.94,98037
League City,Erin Smith,Home Office,0.04,1,2013-09-28,3745,Low,38,0.42,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,411.1,Central,550,1143.35,2013-09-30,Express Air,8.55,Texas,29.18,77573
Roswell,Quincy Jones,Small Business,0,1,2013-09-28,34979,Critical,15,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,62.93,West,4913,609.97,2013-09-30,Regular Air,1.99,New Mexico,39.48,88201
Madison,Olvera Toch,Home Office,0.02,1,2013-09-28,42690,Low,44,0.35,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,8918.7355,Central,6022,18697.24,2013-10-02,Regular Air,19.99,Wisconsin,420.98,53711
Madison,Olvera Toch,Home Office,0.04,1,2013-09-28,42690,Low,48,0.81,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,-236.12,Central,6023,786.13,2013-10-02,Regular Air,7.04,Wisconsin,16.74,53711
Monroe,Lycoris Saunders,Corporate,0.05,1,2013-09-29,59008,Critical,39,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,1264.75,South,8250,3451.85,2013-09-29,Delivery Truck,14,North Carolina,90.97,28110
Stillwater,Ritsa Hightower,Corporate,0.05,1,2013-09-29,45347,Medium,10,0.62,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,1034.54,Central,6383,8704.08,2013-09-30,Delivery Truck,44.55,Oklahoma,880.98,74074
Springfield,Guy Thornton,Corporate,0.1,1,2013-09-29,32998,Not Specified,13,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-484.64,Central,4637,1663.83,2013-09-30,Delivery Truck,54.74,MO,130.98,65807
San Carlos,Julia Barnett,Corporate,0.08,1,2013-09-29,10563,Critical,38,0.56,Office Supplies,Small Box,Hoover Upright Vacuum With Dirt Cup,Appliances,2723.31,West,1465,10223.19,2013-09-30,Regular Air,19.99,California,289.53,94070
Billerica,Eleni McCrary,Corporate,0,1,2013-09-29,37829,Not Specified,28,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-84.69,East,5321,257.9,2013-10-01,Regular Air,8.29,MA,8.74,1821
San Carlos,Julia Barnett,Corporate,0.08,1,2013-09-29,10563,Critical,50,0.37,Office Supplies,Small Box,Xerox 207,Paper,-90.42,West,1466,312.42,2013-10-01,Regular Air,5.4,California,6.48,94070
Marion,Harold Engle,Consumer,0.09,1,2013-09-29,29445,High,28,0.38,Technology,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,Office Machines,415.55,Central,4151,2531.35,2013-10-01,Delivery Truck,28,Indiana,90.97,46952
Stillwater,Ritsa Hightower,Corporate,0.07,1,2013-09-29,45347,Medium,41,0.37,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,9791.041,Central,6384,24051.49,2013-10-01,Express Air,24.49,Oklahoma,599.99,74074
Laredo,Duane Huffman,Consumer,0.04,1,2013-09-29,34244,Low,4,0.42,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,-62.77,Central,4818,125.7,2013-10-01,Regular Air,1.99,Texas,31.78,78041
Laredo,Duane Huffman,Consumer,0,1,2013-09-29,34244,Low,25,0.69,Technology,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,-89.56,Central,4817,205.3,2013-10-08,Express Air,5.53,Texas,7.37,78041
Victoria,Edward Nazzal,Small Business,0,1,2013-09-30,41187,Low,9,0.6,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,5.34,Central,5809,52.93,2013-09-30,Regular Air,0.7,Texas,5.58,77901
Kankakee,Nicole Hansen,Small Business,0.01,1,2013-09-30,16741,Medium,6,0.39,Office Supplies,Small Box,Xerox 1982,Paper,-42.38,Central,2323,157.97,2013-10-01,Regular Air,16.87,Illinois,22.84,60901
Apopka,Eric Hoffmann,Small Business,0.04,1,2013-09-30,7457,Not Specified,46,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,124.24,South,1020,548.11,2013-10-02,Regular Air,2.36,Florida,11.55,32712
Cedar Rapids,Kimberly Carter,Home Office,0.01,1,2013-09-30,7489,Critical,38,0.74,Furniture,Jumbo Box,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,552.97,Central,1029,6900.13,2013-10-03,Delivery Truck,23.58,Iowa,180.98,52402
Apopka,Eric Hoffmann,Small Business,0.02,1,2013-09-30,7457,Not Specified,36,0.38,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,624.64,South,1019,2300.45,2013-10-03,Regular Air,19.99,Florida,60.98,32712
Friendswood,Jonathan Howell,Consumer,0.05,1,2013-09-30,24710,Low,3,0.36,Office Supplies,Small Box,Xerox 1922,Paper,-15.6,Central,3473,22.06,2013-10-04,Regular Air,7.44,Texas,4.98,77546
Waco,Edward Nazzal,Small Business,0.03,1,2013-09-30,41187,Low,25,0.36,Office Supplies,Small Box,Xerox 1899,Paper,-42.45,Central,5810,145.13,2013-10-04,Regular Air,4.96,Texas,5.78,76706
Willoughby,Jas O'Carroll,Home Office,0.03,1,2013-10-01,42375,High,45,0.58,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,24.34,East,5980,138.45,2013-10-02,Express Air,0.7,Ohio,2.94,44094
Muscatine,Gene Hale,Consumer,0.03,1,2013-10-01,14535,Not Specified,22,0.59,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,-33.82,Central,2043,245.96,2013-10-02,Regular Air,5.03,Iowa,11.29,52761
Martinez,John Dryer,Corporate,0.03,1,2013-10-02,37127,High,19,0.4,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,50.13,South,5218,178.44,2013-10-03,Regular Air,2.15,Georgia,9.11,30907
Salt Lake City,Daniel Lacy,Small Business,0.02,1,2013-10-02,5764,Not Specified,23,0.4,Office Supplies,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,-117.162,West,803,193.79,2013-10-03,Regular Air,8.94,Utah,8.04,84106
Franklin,Toby Carlisle,Home Office,0.07,1,2013-10-02,57984,High,6,0.74,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,-123.37,South,8118,192.99,2013-10-03,Express Air,4,Tennessee,30.97,37064
Richland,Andrew Roberts,Home Office,0.05,1,2013-10-02,35686,High,48,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-254.68,West,5005,313.52,2013-10-04,Regular Air,9.17,Washington,6.48,99352
Gallatin,Toby Carlisle,Home Office,0.07,1,2013-10-02,57984,High,20,0.37,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,3899.72,South,8119,11829.4,2013-10-04,Regular Air,24.49,Tennessee,599.99,37066
Oceanside,Corey Catlett,Home Office,0.06,1,2013-10-03,52292,Not Specified,18,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-261.77,West,7340,2379.15,2013-10-04,Delivery Truck,30,California,130.98,92054
Boise,Roger Barcio,Corporate,0.09,1,2013-10-03,24260,Not Specified,48,0.58,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,-47.92,West,3403,548.3,2013-10-04,Express Air,4.98,Idaho,11.97,83701
Cornelius,Greg Hansen,Home Office,0.1,1,2013-10-03,57478,Critical,36,0.5,Office Supplies,Wrap Bag,Staples Pushpins,Rubber Bands,-2.51,South,8052,63.53,2013-10-04,Regular Air,0.79,North Carolina,1.88,28031
Auburn,Phillina Ober,Small Business,0.08,1,2013-10-03,35426,High,5,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,3.85,West,4979,53.01,2013-10-04,Regular Air,1.79,Washington,10.31,98002
